Chr10	36406294	18129101	LG5	81	47.65
Chr10	36406294	15712549	LG7	76	4.905
Chr10	36406294	3345946	LG7	76	24.553
Chr10	36406294	483100	LG10	79	0
Chr10	36406294	430152	LG10	79	0
Chr10	36406294	923614	LG10	79	0.276
Chr10	36406294	761871	LG10	79	0.276
Chr10	36406294	763479	LG10	79	0.519
Chr10	36406294	1108527	LG10	79	0.519
Chr10	36406294	1880233	LG10	79	4.003
Chr10	36406294	1883876	LG10	79	4.003
Chr10	36406294	1929555	LG10	79	5.367
Chr10	36406294	2013311	LG10	79	5.367
Chr10	36406294	2554077	LG10	79	5.367
Chr10	36406294	2463811	LG10	79	5.367
Chr10	36406294	2866328	LG10	79	6.159
Chr10	36406294	2875742	LG10	79	6.159
Chr10	36406294	2897104	LG10	79	6.159
Chr10	36406294	2933387	LG10	79	6.616
Chr10	36406294	2959728	LG10	79	6.616
Chr10	36406294	3033690	LG10	79	6.616
Chr10	36406294	3533954	LG10	79	8.451
Chr10	36406294	3524551	LG10	79	8.451
Chr10	36406294	3571778	LG10	79	8.856
Chr10	36406294	3521004	LG10	79	8.856
Chr10	36406294	3553745	LG10	79	8.856
Chr10	36406294	3928703	LG10	79	10.115
Chr10	36406294	5121202	LG10	79	10.115
Chr10	36406294	5168298	LG10	79	11.401
Chr10	36406294	5170906	LG10	79	11.401
Chr10	36406294	5798570	LG10	79	12.694
Chr10	36406294	5874449	LG10	79	13.071
Chr10	36406294	6334933	LG10	79	14.639
Chr10	36406294	6323585	LG10	79	14.639
Chr10	36406294	6285208	LG10	79	14.639
Chr10	36406294	6307457	LG10	79	14.639
Chr10	36406294	6753551	LG10	79	15.02
Chr10	36406294	6756499	LG10	79	15.02
Chr10	36406294	6796672	LG10	79	15.02
Chr10	36406294	7344782	LG10	79	17.122
Chr10	36406294	7354724	LG10	79	17.227
Chr10	36406294	7357460	LG10	79	17.227
Chr10	36406294	7362614	LG10	79	17.227
Chr10	36406294	7373533	LG10	79	17.227
Chr10	36406294	7996358	LG10	79	17.98
Chr10	36406294	7998533	LG10	79	17.98
Chr10	36406294	8057480	LG10	79	17.98
Chr10	36406294	8062011	LG10	79	17.98
Chr10	36406294	8100193	LG10	79	18.392
Chr10	36406294	8102332	LG10	79	18.392
Chr10	36406294	8109953	LG10	79	18.392
Chr10	36406294	7145990	LG10	79	22.317
Chr10	36406294	10001735	LG10	79	22.317
Chr10	36406294	10013277	LG10	79	22.317
Chr10	36406294	10021221	LG10	79	22.317
Chr10	36406294	10849407	LG10	79	23.402
Chr10	36406294	10858757	LG10	79	23.402
Chr10	36406294	12190521	LG10	79	24.471
Chr10	36406294	12194299	LG10	79	24.471
Chr10	36406294	12200771	LG10	79	24.471
Chr10	36406294	12231130	LG10	79	24.471
Chr10	36406294	14988941	LG10	79	29.497
Chr10	36406294	12135384	LG10	79	29.497
Chr10	36406294	10018724	LG10	79	29.969
Chr10	36406294	14961172	LG10	79	30.432
Chr10	36406294	16308982	LG10	79	33.069
Chr10	36406294	16303892	LG10	79	33.069
Chr10	36406294	16301787	LG10	79	33.069
Chr10	36406294	16298226	LG10	79	33.069
Chr10	36406294	16295997	LG10	79	33.069
Chr10	36406294	17237053	LG10	79	34.458
Chr10	36406294	17502569	LG10	79	34.879
Chr10	36406294	17507349	LG10	79	34.879
Chr10	36406294	17510067	LG10	79	34.879
Chr10	36406294	17518195	LG10	79	34.879
Chr10	36406294	17528738	LG10	79	34.879
Chr10	36406294	17547086	LG10	79	34.879
Chr10	36406294	17598037	LG10	79	34.879
Chr10	36406294	18020339	LG10	79	35.129
Chr10	36406294	18141315	LG10	79	35.575
Chr10	36406294	18371945	LG10	79	36.204
Chr10	36406294	18371978	LG10	79	36.204
Chr10	36406294	18483610	LG10	79	36.339
Chr10	36406294	18498310	LG10	79	36.339
Chr10	36406294	18526252	LG10	79	37.036
Chr10	36406294	18526389	LG10	79	37.036
Chr10	36406294	18529717	LG10	79	37.036
Chr10	36406294	18540959	LG10	79	37.036
Chr10	36406294	18753966	LG10	79	37.404
Chr10	36406294	18763865	LG10	79	37.404
Chr10	36406294	18765215	LG10	79	37.412
Chr10	36406294	18782607	LG10	79	37.412
Chr10	36406294	18786066	LG10	79	37.412
Chr10	36406294	18790279	LG10	79	37.412
Chr10	36406294	18793152	LG10	79	37.412
Chr10	36406294	18797094	LG10	79	37.412
Chr10	36406294	19199724	LG10	79	38.312
Chr10	36406294	19368828	LG10	79	38.312
Chr10	36406294	19402887	LG10	79	38.312
Chr10	36406294	19793054	LG10	79	38.985
Chr10	36406294	19808479	LG10	79	40.357
Chr10	36406294	19810701	LG10	79	40.357
Chr10	36406294	20382170	LG10	79	40.357
Chr10	36406294	19956431	LG10	79	40.357
Chr10	36406294	20416272	LG10	79	40.357
Chr10	36406294	20431922	LG10	79	40.357
Chr10	36406294	20434782	LG10	79	40.357
Chr10	36406294	20447146	LG10	79	40.357
Chr10	36406294	20461403	LG10	79	40.357
Chr10	36406294	21422751	LG10	79	41.291
Chr10	36406294	21425066	LG10	79	41.291
Chr10	36406294	21448030	LG10	79	41.291
Chr10	36406294	21475965	LG10	79	41.291
Chr10	36406294	21480518	LG10	79	41.291
Chr10	36406294	21972942	LG10	79	43.036
Chr10	36406294	22011666	LG10	79	43.036
Chr10	36406294	22011666	LG10	79	43.036
Chr10	36406294	23920703	LG10	79	47.162
Chr10	36406294	23922867	LG10	79	47.162
Chr10	36406294	23926440	LG10	79	47.162
Chr10	36406294	23930116	LG10	79	47.162
Chr10	36406294	23945249	LG10	79	47.162
Chr10	36406294	23980396	LG10	79	48.056
Chr10	36406294	24022441	LG10	79	48.056
Chr10	36406294	24019268	LG10	79	48.056
Chr10	36406294	24471876	LG10	79	49.422
Chr10	36406294	24486550	LG10	79	49.422
Chr10	36406294	24488700	LG10	79	49.422
Chr10	36406294	24804836	LG10	79	50.378
Chr10	36406294	24822557	LG10	79	50.378
Chr10	36406294	25140476	LG10	79	50.378
Chr10	36406294	25193263	LG10	79	51.317
Chr10	36406294	25466738	LG10	79	51.317
Chr10	36406294	25500117	LG10	79	51.317
Chr10	36406294	25519383	LG10	79	51.317
Chr10	36406294	25532675	LG10	79	51.317
Chr10	36406294	25740104	LG10	79	51.317
Chr10	36406294	26724557	LG10	79	54.226
Chr10	36406294	27815701	LG10	79	55.239
Chr10	36406294	28605233	LG10	79	57.832
Chr10	36406294	28605246	LG10	79	57.832
Chr10	36406294	28812342	LG10	79	59.073
Chr10	36406294	28819757	LG10	79	59.073
Chr10	36406294	28729786	LG10	79	59.073
Chr10	36406294	28822918	LG10	79	59.073
Chr10	36406294	28855293	LG10	79	59.073
Chr10	36406294	28891210	LG10	79	59.073
Chr10	36406294	28895492	LG10	79	59.073
Chr10	36406294	29219749	LG10	79	59.414
Chr10	36406294	29224804	LG10	79	59.414
Chr10	36406294	29227663	LG10	79	59.414
Chr10	36406294	29246622	LG10	79	59.414
Chr10	36406294	29250530	LG10	79	59.414
Chr10	36406294	29264946	LG10	79	59.414
Chr10	36406294	29409760	LG10	79	60.113
Chr10	36406294	29537577	LG10	79	60.848
Chr10	36406294	30290890	LG10	79	61.666
Chr10	36406294	30579961	LG10	79	62.093
Chr10	36406294	30590167	LG10	79	62.093
Chr10	36406294	30592539	LG10	79	62.093
Chr10	36406294	30619907	LG10	79	62.297
Chr10	36406294	30633511	LG10	79	62.297
Chr10	36406294	30757906	LG10	79	62.866
Chr10	36406294	30763713	LG10	79	62.866
Chr10	36406294	30780099	LG10	79	62.866
Chr10	36406294	30992755	LG10	79	63.314
Chr10	36406294	31209292	LG10	79	63.314
Chr10	36406294	31268446	LG10	79	63.445
Chr10	36406294	31270532	LG10	79	63.445
Chr10	36406294	31274828	LG10	79	63.445
Chr10	36406294	31281104	LG10	79	63.445
Chr10	36406294	31295128	LG10	79	63.445
Chr10	36406294	31301687	LG10	79	63.604
Chr10	36406294	31313420	LG10	79	64.274
Chr10	36406294	31326250	LG10	79	64.274
Chr10	36406294	31340626	LG10	79	65.637
Chr10	36406294	31661382	LG10	79	65.637
Chr10	36406294	31731066	LG10	79	66.085
Chr10	36406294	32198872	LG10	79	67.224
Chr10	36406294	32411345	LG10	79	67.623
Chr10	36406294	32416564	LG10	79	67.824
Chr10	36406294	32419346	LG10	79	67.824
Chr10	36406294	32434005	LG10	79	67.824
Chr10	36406294	32440473	LG10	79	67.824
Chr10	36406294	32444033	LG10	79	67.824
Chr10	36406294	32450763	LG10	79	67.824
Chr10	36406294	32608930	LG10	79	69.341
Chr10	36406294	32761107	LG10	79	69.341
Chr10	36406294	32765695	LG10	79	69.341
Chr10	36406294	32768762	LG10	79	69.341
Chr10	36406294	32770786	LG10	79	69.341
Chr10	36406294	32775874	LG10	79	69.341
Chr10	36406294	32792549	LG10	79	69.59
Chr10	36406294	32824912	LG10	79	69.884
Chr10	36406294	33479819	LG10	79	72.383
Chr10	36406294	33497187	LG10	79	72.685
Chr10	36406294	33502134	LG10	79	72.685
Chr10	36406294	33509703	LG10	79	72.685
Chr10	36406294	33516525	LG10	79	72.685
Chr10	36406294	33517443	LG10	79	72.726
Chr10	36406294	33740733	LG10	79	73.631
Chr10	36406294	33716964	LG10	79	73.631
Chr10	36406294	34475288	LG10	79	74.685
Chr10	36406294	34489666	LG10	79	74.685
Chr10	36406294	34495126	LG10	79	74.685
Chr10	36406294	34526973	LG10	79	74.96
Chr10	36406294	35177942	LG10	79	75.827
Chr10	36406294	34509661	LG10	79	76.003
Chr10	36406294	34512166	LG10	79	76.003
Chr10	36406294	34514309	LG10	79	76.003
Chr10	36406294	34529492	LG10	79	76.003
Chr10	36406294	35166022	LG10	79	76.234
Chr10	36406294	35166699	LG10	79	76.234
Chr10	36406294	35171496	LG10	79	76.234
Chr10	36406294	35340148	LG10	79	76.605
Chr10	36406294	35409141	LG10	79	76.974
Chr10	36406294	35429309	LG10	79	76.974
Chr10	36406294	35429768	LG10	79	76.974
Chr10	36406294	35431940	LG10	79	76.974
Chr10	36406294	35434165	LG10	79	76.974
Chr10	36406294	35445125	LG10	79	76.974
Chr10	36406294	35548267	LG10	79	76.974
Chr10	36406294	35573433	LG10	79	76.974
Chr10	36406294	35574754	LG10	79	76.974
Chr10	36406294	35599426	LG10	79	76.974
Chr10	36406294	36354884	LG10	79	77.622
Chr10	36406294	36360356	LG10	79	77.622
Chr10	36406294	36358149	LG10	79	78.042
Chr10	36406294	36364082	LG10	79	78.042
Chr10	36406294	24888241	LG11	71	30.777
Chr10	36406294	5270964	LG13	61	60.25
Chr10	36406294	12244358	LG15	104	28.623
